Instruction,Gold Standard Response (Tunisian Arabic)
"كيفاش نتعامل مع الأساتذ؟
",باش تتعامل مع الأستاذ بطريقة باهية، لازم تحترمو وتقدّرو، وما تقصّش عليه كي يبدا يفسّر في الدرس. كان تستّحق حاجة إسألو برباية، وحاول ديما تكون مركّز.
فقرة على الصحاب,الصحاب مهمين برشة في حياتنا. هوما اللي ياقفوا معانا في الفرح والحزن، ويفهمونا من غير ما نحكيو برشة. الصاحب الحقيقي يعطي نصيحة صادقة، يشاركك الفرحة ويعاونك وقت الحاجة. علاش الصحاب مهمين؟ خاطر الدنيا صعيبة بلاش الناس اللي معانا في اللحظات الحلوة والمرة.
"ورقة 10 دينار الي عليها ابو القاسم الشابي متداولة ام لا ؟
",اي مازالت متداولة
فما عباد كي تحكي معاها تلقاها فيسع متجاوب عل الاجابة او الرد، اكيد لنا نحكي عل الرد لقوي موش اي رد، ،و هنا نحكي على محادثة باش تصير مبينك انت و واحد آخر ولا وسط مجموعة، وموش اي كلام ، يعني موش اي محادثة، انا نحكي على المحادثة لي فيها هجوم عليك ولا على غيرك ولا فدلكة ولا حجة مضادة، نحكي عل النوع هذا ، فما عباد تلقا الاجابة تك تك و تكون اجابة قويا، انا مل لعباد ياتخطف نعطي اجابة قوية و كان مخطفتش يا نبقى ساكت ولا نعطي اجابة ضعيفة ولا نخسر في النقاش، نحب نعرف كيفاش فما عباد ديما تربح وهذا خاترها مخها يخدم وتعطي اجابة قويا، هه انا مالعباد الي كي نتفكر الحوار نقول زح كان قلت كذا ولا كذا ولا كان قعدت ساكت خير. نعرف لحكاية هذي تجي بالممارسة اما كيفاش نطبق النوع هذا ؟,اللي تحكي عليه يسمّيوه سرعة البديهة. باش تطوّر من روحك وتعطي إجابات قويّة، إسمع مليح قبل ما تجاوب وخوذ وقتك وما تتسرّعش. ما تخليش الغش يغلّبك، وحاول تتحكّم في روحك. ثقّف روحك باش يكون عندك حجج قويّة، وادخل في نقاشات مع أصحابك باش تترانا ولازمك زادا تتقبّل اللي مش ديما باش تربح كل نقاش.
كيفاش منظمة وقتي,حدّد أولوياتك،  على حسب أنيها أكثر حاجة مستعجلة و مهمة، ابدأ بالمهام الصغار و حاول تعمل جدول واضح و متنساش تخصّص وقت للراحة.
ثما ناس خدمن في عهد بورقيبة كيما قالك في مناخ ماهوش ديمقراطي و البلاد قدمت، الوقت الحالي عندنا ديمقراطية أكثر من عهد بورقيبة شنو اللي يمنع شاب أنو يترشح لمنصب نائب و الا رئيس بلدية و يخجم منطقتو ؟,"شوف، صحيح في عهد بورقيبة ما كانش فما ديمقراطية كيما اليوم، لكن الدولة كانت مركزة على التعليم، الصحة والبنية التحتية، وكانت فما رؤية واضحة. أما اليوم، رغم اللي عنا حرية أكثر وديمقراطية أكبر، فما حواجز تخلي الشباب ما يترشحوش بسهولة:

قلة الإمكانيات: الحملات الانتخابية تستحق فلوس وتنظيم، والشباب عادة ما عندهمش الموارد الكافية.

غياب الثقة: برشة شباب ما عادش يثقوا في السياسة ولا في الأحزاب، يقولك ""حتى كان نترشح ما نبدل شي"".

التجربة والنفوذ: السياسة فيها ناس قدم وعندهم علاقات ونفوذ، وصعيب الشباب ينافسهم من غير دعم.

الإحباط من الوضع العام: الأزمة الاقتصادية والبطالة تخلي الشباب يركّزوا على مشاكلهم اليومية أكثر من المشاركة في الشأن العام.

قلة التكوين السياسي: برشة شباب ما يعرفوش قوانين الانتخابات ولا كيفاش يخدموا حملة انتخابية اصلا.

لكن، هذا ما يمنعش أنو الشباب ينجموا يترشحوا وينجحوا كان يخدموا على رواحهم، ينظموا رواحهم، ويتعلموا كيفاش يوصّلوا أفكارهم للناس."
"نهار الجمعة لي فاتت مشيت لباب عليوة بش ناخو كار نروح لنابل , نكذبش عليكم لاحظت حاجة انه الحافلات الconfort الكل يجيو في وقتهم مثلا كار 16:00 تجي 15:55 و لا 15:50 تركب و تخرج قبل 16 و كان طارت فما retard تع درج هذا الكلو عادي لكن لي جذب انتباهي انهم جابو كيران جدد في وقت لي نشوف في الفيسبوك يحكيو على كيران من الصين جايين لتونس انا قعدت باهت علاش الشركة x تشري كيران جدد و تكون نظيفة حتى الكراسي مزال فيهم البلاستيك لي يغطيهم و كيفاش فماش شركات اخرى تعاني و تقاسي من سنوات المفيد سألت على الحكاية قالولي الي الشركة الجهوية بنابل للنقل شطرها privé اي نعم شطرها خواص ..الحق انا جاي لهنا نحب نثبت من المعلومة و هل ان القانون يسمح انه تكون شركة نقل وطنية جزء منها خواص ؟؟؟؟",اي معلوماتك صحيحة 
"باستثناء المدن الكبرى و بعض القرى القديمة ، النموذج العمراني الحديث في تونس هو : كياس و قهاوي و حوانت على اليمين و على اليسار،

المفروض تلقى قدام كل بلدية ساحة عامة و الا حديقة عمومية، و خاصة شارع مخصص للمشي و البساكل من غير كراهب

حاجات بسيطة تخلي المواطن يعيش مرتاح و الضغط أقل و ينقص حتى التلوث، علاش ما نعملهومش ؟","عندك الحق! 
اللّي يخلي الحاجات هاذوما ما تتعملش في برشة بلايص في تونس هو:
قلّة التخطيط طويل المدى: برشة مدن تكبر بطريقة عشوائية، يبنيو حوانت وديار قبل ما يعملوا دراسة كاملة للثنيّات، المساحات الخضراء والنقل.
الأولويّة للربح فيسع: المستثمرين يركّزوا على المشاريع اللي تجيب الفلوس كيما العمارات والحوانت، والساحات والجردات ما تجيبش فلوس.
ما فماش تنسيق بين البلديات: برشة بلديات ما عندهمش ميزانية كبيرة و إلاّ كفاأت كافية بش تعمل مشاريع كبيرة.
قلة الوعي البيئي: حتى المواطنين ساعات ما يضغطوش على المسؤولين بش يعملوا مساحات خضراء وثنيات للمشي، لأنو ما تعودناش بيهم برشة.
امّا اليوما برشة معماريين وناشطين في المجتمع المدني قاعدين يشجّعو على عملان مدن مجعولة للناس زادا مش للكراهب بركا."
كيفاش تشوفو البلاد قعدا توخر ؟ شنيا الحل بش الشباب تولي عندو يد في ادارة البلاد ؟ هل انو ثورة اخرى تعتبر حل اما مصيرها الفشل؟ شنيا الاقتراحات بش نظفوا البلاد قبل ما نخموا في تصليحها ؟,نحسو في البلاد قاعدة توخر خاطر الوضع الاقتصادي خايب برشة، البطالة كثرت والدنيا غلات، والدينار قاعد يطيح. نشوفو في برشة فساد، ومشاريع موخّرة، وماناش عارفين البلاد وين ماشية. الحل كونو الشباب يدخلو في عالم السياسة وياخذو بزمام الأمور. يعملو مبادرات، يحلّو جمعيات، يترشحو للإنتخابات البلدية والبرلمانية، ويولّيو يتناقشو في قضايا البلاد. ثورة أخرى تنجم تدخّلنا في نفس المشاكل مرّة أخرى كان ما فماش شكون باهي يشدّ الحكم. الحل في مقاومة الفساد، إصلاح الإدارة، التربية والتعليم، والتوعية.
كيفاش نجم نطيح في الميزان من غير حرمان و في أسرع وقت ؟,باش تنقصّ من الميزان، لازمك تركّز على 3 حاجات: تاكل بالنظيف، وجبات متوازنة وتنقصّ من الحلو، وتشرب برشة ماء. اعمل شوية سبور، كان لزم حتى 30 دقيقة مشي في النهار تكفي. وارقد على الأقل 7، 8 سوايع في النهار.
