id,Prompt,NEW_MODEL_NAME_HERE
TB_691,"أعمل قائمة بعناوين فرعية للموضوع المَعطى.
الإدخال: نظرية الموسيقى
",
TB_692,"لخّص الفيلم بطريقة شوية ""snarky"" في جملة وحدة كي تفسّرو.
الإدخال: The Shining",
TB_693,"اكتب الكلمات اللي تستجيب للشرط المعطى.
الإدخال: 5 بلدان تبدا بحرف ""س""",
TB_694,"اعطِ اسم للأكلة المعطاة بالاعتماد ع المكوّنات والتعليمات.
الإدخال:
المكوّنات: 2 علب تونة (5 أونص) من Bumble Bee® Solid White Albacore، مصفّية - 1 أفوكا - 2 معالق كبار صوص سيراشا - 1 معلقة كبيرة ديجون ماستارد - 2 لـ 3 معالق كبار كرفس مقطّع - 2 معالق كبار بصل أحمر مقطّع - 2 بصل أخضر مقطّع - 1 معلقة كبيرة كسبرة خضراء مفرومة - ملح وفلفل حسب الذوق - كوبين كبار من الخضرة الورقية (ليفي قرين ليتوس) - كوب جزر مقطّع رقاق - 4 تورتيّا قمح كامل 10 إنش
التعليمات: في صحن وسط، اهرس التونة مع الأفوكا حتى يندمجوا. زيد بقية المكونات إلى الملح والفلفل، وخلّط مليح. باش تركّب اللفّة، حط في كل تورتيّا نصّ كوب خضرة ورقية، ربع كوب جزر رقاق، واقسم خلطة التونة بين اللفّات. لفّ التورتيّا بإحكام، قطّعها وتمتّع!",
TB_695,"لخّص اجتماع من النقاط المعطاة، وحوّلها لسرد وكأنك تحكي من منظور حاضر في الاجتماع.
الإدخال:

روز: تحلّل الداتا وتقدّم الاستنتاجات
جون: يقترح فكرة جديدة
جين: تعيّنت مسؤولة ع المشروع
توم: يحتاج وقت أكثر باش يصلّح عطل في السوفتوير",
TB_696,"أعمل قائمة بعض الأغاني المعروفة من الألبوم المعطى.
الإدخال: Back To Black",
TB_697,"اخترع كلمة جديدة بالاعتماد ع الوصف.
الإدخال: الإحساس إنك عارف، وإنت مازلت تعيش اللحظة، إنّو الشي اللي يصير توّة باش يبقى ذكرى خالدة.",
TB_698,"عندك لغة برمجة واسم دالة، اكتب أمر يوضّح كيفاش تستعمل هالدالة.
الإدخال:
اللغة: بايثون
الدالة: input",
TB_699,"قدّم إطراء لطيف بالاعتماد على الصفة المعطاة.
الإدخال: الصدق
",
TB_700,"اكتب تقديم مختصر للريزومي بالاعتماد ع المعلومات المعطاة.
الإدخال:
الاسم: مارك
الجنسية: إيطالي
اللغة: إنقليزي
الصفات: مبدع، مركز ع الأهداف، متحفّز
المهارات: هندسة البرمجيات، التسويق بالمحتوى",
TB_701,"أعمل قائمة بصفات تنجّم توصف العلامة التجارية المعطاة.
الإدخال: شركة ناشئة في التكنولوجيا مبدعة
",
TB_702,"الشخص عطاك معلومات إنه يحب يعمل رحلة عالطريق في الساحل الغربي (وست كوست). يبدأ قريب من سان دييغو وماشي للوس آنجلس. حضّرلو برنامج مع أحسن المحطّات والأنشطة في الطريق.
الإدخال: نلوج على رحلة على الساحل الغربي. الهدف هوا نبدا من سان دييغو ونسافر إلى لوس أنجلوس.

",
TB_703,"الريجكس هي مجموعة حروف تحدّد نمط للبحث. حول الطلب المعطى للغة طبيعية إلى ريجكس.
الإدخال: طابق عنوان IP صالح
",
TB_704,"اكتب وصف عقار للبيع بشكل جذّاب ومهني. العنوان وبعض التفاصيل مقدّمة، كمّل بالباقي من خيالك إذا لزم.
الإدخال:
عنوان العقار: 412 مونتيري آف، كابيتولا، كاليفورنيا 95010
الباركينغ: 3 سيارات + كراج مفروش لسيارة وحدة
التفاصيل:

تصميم داخلي مفتوح
شبّاك فيه إطلالة عالبارك/الجبل
كوجينة بخزاين شاكر وكالكاتا كوارتز بيضة",
TB_705,"عطاك وصف لعقار. استخرج المعلومات والتفاصيل الأساسية عليه.
الإدخال:
""امشي للبحر من كابيتولا نولز! استوديو فوق  فيه سطح خاص وكبير يشوف على الطبيعة. دار ظريفة جاهزة للسكن وتستنى لمساتك الخاصة. مناظر خضراء ومنظمة بالبستنة محيطة كيما حديقة، وفيها مسبح وجاكوزي جماعية. موقع مرغوب... تمشي على رجليك لقرية كابيتولا، مخبزة غايل، مطاعم، شوبينغ، مدارس، ولا تطلع عالأوتوستراد 1 اللي قريب برشة.""

",
TB_706,"راجع وصف العقار اللي قدّموه وقولنا شنوة الحاجات الباهية فيه وشنوة السلبيات، واعمل قائمة بالنقاط الرئيسية (Key Takeaways).
الإدخال:
""فمّا سحر حقيقي في الجمع بين المعمار الفكتوري الآسر بطبيعته واللمسة العصرية. زيدلها حديقة متعدّدة المستويات خارقة للعادة وتلقى النتيجة: أناقة 444 شارع29. واجهة الدار مليانة ضوء والترابط انسيابي بين الليفينغ، الدينينغ، والكوجينة. كوجينة جديدة بتوب الكوارتز وأجهزة مطوّرة. صالة الطعام كبيرة عندها شبابيك كبيرة، ومع الصالة اللي جنبها، تعطي فضاء مثالي للضيافة. زوز غرف كبيرة في المستوى هذا في الخلف، بجلاسات كبيرة وخرجة مباشرة للحديقة. حمام كامل ومتجدّد بستايل عصري في المستوى هاذا. الغرفة الثالثة/الحمام الثاني في الطابق الأرضي - ينجم يكون غرفة ضيوف، مكتب، مكان سبور، إلخ. الجنينة الكبيرة ماشية في أرض عميقة وتتزيّن بتصميم مدرّج. غرفة بلانشيري/ستوكاج، باركينغ لسيارة وحدة في كراج، ألواح شمسية من تيسلا. منطقة رئيسية ومسطّحة من نوي فالي - قريب تمشي على رجليك لكل شي في نوي. خطوات على جي-تشورش وقريب من الشتلز والأوتوسترادات.""",
TB_707,"أعمل قائمة بكلمات تسويق عقاري تزيد قيمة العرض وتجلب مشترين أكثر.
الإدخال:",
TB_708,"اقترح شوية باكيجات عادة الناس يشروهم مع المنتج المعطى.
الإدخال: ماكبوك آير
",
TB_709,"صمّم قالب في ماركداون باش تحدّد نطاق تذاكر جيرا (Jira). الأعضاء يستعملوه كقائمة تفقد باش يتأكدو إن كل المعلومات الضرورية حاضرة وقت يصنعو تذكرة.
الإدخال:",
TB_710,"في هندسة البرمجيات،قصة المستعمل هي شنو يحبّ المستخدم من النظام، والشروط القبول هي الشروط اللي لازم تتحقّق لها. كون شروط القبول مبسّطة بالاعتماد عالـقصة المستعمل المعطى.
الإدخال:
قصة المستعمل: كمستخدم، نحب نستعمل حقل بحث نكتب فيه مدينة، اسم، ولا شارع، باش نلقى خيارات نزل تناسب.",
TB_711,"الـقصة المستعمل هي تفسير عام وغير رسمي لخاصية في السوفتوير من منظور المستعمل النهائي. اكتب قصة المستعمل للبرنامج المعطى.
الإدخال: Gmail",
TB_712,"اكتب تذكرة جيرا للمهمّة المعطاة.
الإدخال: موظف جديد

",
TB_713,"عاود صياغة النص بأسلوب أكاديمي.
الإدخال:
""برشة أوراق تنشرت على الموضوع هذا.""",
TB_714,"أعمل قائمة بالحسنات والعيوب للقرار المعطى.
الإدخال: تطبيق سياسة العمل عن بعد
",
TB_715,"اكتب ملاحظات مهمة ونقاط رئيسية حول الموضوع المعطى.
الإدخال: تاريخ الولايات المتحدة",
TB_716,"بناءً على الكلمات المفتاحية المعطاة، اكتب تقييم لمطعم.
الإدخال:
الاسم: بيتزاريا
أسعار باهية، مكان هادئ، بنين، طاقم لطيف",
TB_717,"حوّل اللغة الطبيعية لتعليمات قيادة خطوة بخطوة .
الإدخال:
امشِ للغرب على آي-10 (I-10) حتى توصل للـ101  وبعدها خوذها للشمال. في الأخير باش تشوف علامة هوليوود قدامك.
",
TB_718,"اعطي تصنيف ESRB للعبة هذي.
الإدخال:
هذي لعبة أكشن-مغامرة وين يعاون اللاعب كريتوس وولدو في رحلة خطيرة. يستكشفو عوالم مختلفة ويقاتلو أعداء مش طبيعيين أو حقيقيين (كيما رايدرز يشبهوللإنسان وكائنات خيالية كيما السينتور، التروول، والتنين). يستعملو فؤوس وسيوف بسلاسل باش يحاربو الأعداء، غالبًا مع دم كثير وتقطيع للأعضاء. ينجم اللاعب يعمل ضربات نهائية فيها طعن من قريب بأسلحة، وضربات متعددة بالفأس على رقبة المخلوق حتى ينقص راسو. يتقالت فيها كلمات كيما ""f**k"" و""sh*t"".",
TB_719,"عندك وصف لون، لزمك تكتشف كود الـCSS اللي يقابل اللون هاذا.
الإدخال: لون أحمر فاتح مع درجة متوسطة فاتحة من الوردي",
TB_720,"عرّف الأخطاء الموجودة في الكود المعطى وصلّحها، وبعد أعد كتابتو.
الإدخال:
for i in range(10) print(Answer is:) print(i)",
TB_721,"أعمل ليستل بعبارات شائعة للقسم المحدّد من الورقة.
الإدخال: مقدّمة",
TB_722,"احنا وصّفنا مشهد من فيلم شفناه قبل. اكتشف شنوة هو الفيلم.
الإدخال:
يلزمك تختار بين حبة حمرا ولا حبة زرقا",
TB_723,"خذ وصف المنتج واكتبلو اعلان إبداعي.
الإدخال:
كاميرات الوثائق تخلي المعلّمين يورّيو وثائق، كتب، ولا حاجات للطلبة باش يشوفوها",
TB_724,"حوّل الوصف المكتوب بلغة طبيعية إلى معادلة في غوغل شيتس.
الإدخال:
اذا كانت خلية C7 تساوي ""امريكا"" ولا ""كندا"" ولا ""اوروبا"" ولا ""الأميركاز""",
TB_725,"عندك تغريدة، قرّر إذا هي مهينة ولا لا.
الإدخال:
هي بلحق خذات شوية هجوم خاطرها بصراحة … اممم بهيما",
TB_726,"باش تعمل تمارين سريعة في البيرو، اقترح روتين قصير ونافع.
الإدخال:",
TB_727,"توقّع قداش صاحب الريفيو باش يعطي من نجوم للمطعم بالاعتماد عالتعليق.
الإدخال:
""التقييمات كانت هايلة، اما الصراحة حسّيتو عادي برشة. يبان بلاصة سياحية عادية والماكلة نص نص. الخدمة اوكي، موش هايلة اما موش الاسوأ. الخبز كان بنين برشة. طلبت مسّلز فرايز، كان فيهم طعم بصل فيداليا حلو. ما فيش فايدة من الفرايز خاترهم طراو وما فيهمش مذاق. صاحبي طلب باستا دجاج بالبيستو وزادا كانت نص نص.""",
TB_728,"صنّف الخدمة هذي: مطعم، خدمات منزلية، خدمات سيارات، ولا متفرقات، بالاعتماد عالتخصص الموصوف.
الإدخال:
""اتصل بينا عالرقم 650-636-4884 ولا زور موقعنا باش تاخذ تسعيرة. المحل هذا مختص في كفرات جديدة وتصليح عام للسيارات. عنا كل انواع الكفرات في المحل وعنا مجموعة واسعة لكل الميزانيات وانواع السيارات. اذا ماكش عارف شنوة يلزمك، فمة خبراء حاضرين يعاونوك تختار الكفر اللي يناسبك. زادا عنا كفرات للمركبات التجارية ونخدمو اساطيل مختلفة.""
",
TB_729,"قلّي اقتراحاتك باش النص يولّي صحيح لغويًا اكثر.
الإدخال:
""هذي المرة الثانية اللي نجي فيها هنا، والجو العام، والماكلة كانو رائعين.""",
TB_730,"باستعمال المكوّنات المتوفرة، حضّر وصفة عشاء.
الإدخال:
""كالي + زبدة اللوز + خل تفاح + نيكتار الاغاف + تاماري""",
TB_731,"صنّف المنتج المذکور: إلكترونيات، كومبيوترات، منزل ذكي، ولا فنون وحرف.
الإدخال: ""غوغل نيست لورنينغ ثيرموستات""
",
TB_732,"قدّم تعليمات للتمرين المعطى.
الإدخال: ""رفع الساقين""",
TB_733,"عاود كتابة النص وعدّل الأخطاء الإملائية.
الإدخال:
""هو يحل مشاكل عامة وفريدة لكل فريق.""",
TB_734,"اكتب اضداد للكلمة المعطاة.
الإدخال: ""يتوّج""
",
TB_735,"اكتب صيغة اتش تي ام ال للعملية المطلوبة.
الإدخال: ""اضافة صورة للصفحة""",
TB_736,"حدّد شنوّا هي لغة البرمجة اللي مكتوب بيها الكود.
الإدخال:
if (20 > 18) { printf(""20 is greater than 18""); }",
TB_737,"قرّر نوع الكلمة المأكّد عليها في الجملة.
الإدخال:
""المدرسة باش _تواصل خلال الشتاء""",
TB_738,"فسّر شنوة تعني الكلمة المأكّد عليها للصغار.
الإدخال:
""_حافظ على الوعد""
",
TB_739,"طوّل الجملة المعطاة وزيدلها تفاصيل.
الإدخال:
""غيّرتلي حياتي.""
",
TB_740,"استخرج عنوان العقار من قسم ""حول هالمكان"" في اير بي ان بي.
الإدخال:
""مخبّي في مرتفعات مدينة تعدين قديمة اسمها غراس فالي في كاليفورنيا، الشاليه هذا واسع وعجيب، يدعوك تعيش الطبيعة مع العايلة، الاصحاب والحيوانات. تمتع بالجاكوزي، ملعب الباسكت، دار فوق الشجرة، غرفة صغار، باربيكيو، مكان للنار، سينما برا، وزيد. ساعة من طااهو وعشر دقائق للمدينة، ديما عندك اماكن جديدة تستكشفها.""",
TB_741,"صمّم تحدي تدريبي بسيط في سترافا ينجمو كل الناس يشاركو فيه.
الإدخال:
",
TB_742,"اقترح شوية اسماء لجروب ودّي في تيلغرام.
الإدخال:",
TB_743,"اكتب طريقة نطق الكلمة المعطاة بنظام ""قاموس نطق غوغل"".
الإدخال: ""interpretations",
TB_744,"اشرح معنى العبارة هذي بطريقة بسيطة، واذا تحب اعطي مثال.
الإدخال:
""مع شوية ليونة فيهم""",
